Level:0  |Health:0  |Endurance:0  |Base Attack:0  | xp:0.
Level:719  |Health:520555  |Endurance:18765  |Base Attack:517213  | xp:22001.
Level:720  |Health:521999  |Endurance:18792  |Base Attack:518652  | xp:22032.
Level:721  |Health:523445  |Endurance:18818  |Base Attack:520093  | xp:22062.
Level:722  |Health:524893  |Endurance:18844  |Base Attack:521537  | xp:22093.
Level:723  |Health:526343  |Endurance:18870  |Base Attack:522982  | xp:22123.
Level:724  |Health:527795  |Endurance:18896  |Base Attack:524429  | xp:22154.
Level:725  |Health:529249  |Endurance:18922  |Base Attack:525879  | xp:22185.
Level:726  |Health:530705  |Endurance:18948  |Base Attack:527330  | xp:22215.
Level:727  |Health:532163  |Endurance:18974  |Base Attack:528783  | xp:22246.
Level:728  |Health:533623  |Endurance:19000  |Base Attack:530239  | xp:22276.
Level:729  |Health:535085  |Endurance:19026  |Base Attack:531696  | xp:22307.
Level:730  |Health:536549  |Endurance:19053  |Base Attack:533156  | xp:22338.
Level:731  |Health:538015  |Endurance:19079  |Base Attack:534617  | xp:22368.
Level:732  |Health:539483  |Endurance:19105  |Base Attack:536080  | xp:22399.
Level:733  |Health:540953  |Endurance:19131  |Base Attack:537546  | xp:22429.
Level:734  |Health:542425  |Endurance:19157  |Base Attack:539013  | xp:22460.
Level:735  |Health:543899  |Endurance:19183  |Base Attack:540482  | xp:22491.
Level:736  |Health:545375  |Endurance:19209  |Base Attack:541954  | xp:22521.
Level:737  |Health:546853  |Endurance:19235  |Base Attack:543427  | xp:22552.
Level:738  |Health:548333  |Endurance:19261  |Base Attack:544902  | xp:22582.
Level:739  |Health:549815  |Endurance:19287  |Base Attack:546380  | xp:22613.
Level:740  |Health:551299  |Endurance:19314  |Base Attack:547859  | xp:22644.
Level:741  |Health:552785  |Endurance:19340  |Base Attack:549340  | xp:22674.
Level:742  |Health:554273  |Endurance:19366  |Base Attack:550824  | xp:22705.
Level:743  |Health:555763  |Endurance:19392  |Base Attack:552309  | xp:22735.
Level:744  |Health:557255  |Endurance:19418  |Base Attack:553796  | xp:22766.
Level:745  |Health:558749  |Endurance:19444  |Base Attack:555286  | xp:22797.
Level:746  |Health:560245  |Endurance:19470  |Base Attack:556777  | xp:22827.
Level:747  |Health:561743  |Endurance:19496  |Base Attack:558270  | xp:22858.
Level:748  |Health:563243  |Endurance:19522  |Base Attack:559766  | xp:22888.
Level:749  |Health:564745  |Endurance:19548  |Base Attack:561263  | xp:22919.
Level:750  |Health:566249  |Endurance:19575  |Base Attack:562763  | xp:22950.
Level:751  |Health:567755  |Endurance:19601  |Base Attack:564264  | xp:22980.
Level:752  |Health:569263  |Endurance:19627  |Base Attack:565767  | xp:23011.
Level:753  |Health:570773  |Endurance:19653  |Base Attack:567273  | xp:23041.
Level:754  |Health:572285  |Endurance:19679  |Base Attack:568780  | xp:23072.
Level:755  |Health:573799  |Endurance:19705  |Base Attack:570289  | xp:23103.
Level:756  |Health:575315  |Endurance:19731  |Base Attack:571801  | xp:23133.
Level:757  |Health:576833  |Endurance:19757  |Base Attack:573314  | xp:23164.
Level:758  |Health:578353  |Endurance:19783  |Base Attack:574829  | xp:23194.
Level:759  |Health:579875  |Endurance:19809  |Base Attack:576347  | xp:23225.
Level:760  |Health:581399  |Endurance:19836  |Base Attack:577866  | xp:23256.
Level:761  |Health:582925  |Endurance:19862  |Base Attack:579387  | xp:23286.
Level:762  |Health:584453  |Endurance:19888  |Base Attack:580911  | xp:23317.
Level:763  |Health:585983  |Endurance:19914  |Base Attack:582436  | xp:23347.
Level:764  |Health:587515  |Endurance:19940  |Base Attack:583963  | xp:23378.
Level:765  |Health:589049  |Endurance:19966  |Base Attack:585493  | xp:23409.
Level:766  |Health:590585  |Endurance:19992  |Base Attack:587024  | xp:23439.
Level:767  |Health:592123  |Endurance:20018  |Base Attack:588557  | xp:23470.
Level:768  |Health:593663  |Endurance:20044  |Base Attack:590093  | xp:23500.
Level:769  |Health:595205  |Endurance:20070  |Base Attack:591630  | xp:23531.
Level:770  |Health:596749  |Endurance:20097  |Base Attack:593170  | xp:23562.
Level:771  |Health:598295  |Endurance:20123  |Base Attack:594711  | xp:23592.
Level:772  |Health:599843  |Endurance:20149  |Base Attack:596254  | xp:23623.
Level:773  |Health:601393  |Endurance:20175  |Base Attack:597800  | xp:23653.
Level:774  |Health:602945  |Endurance:20201  |Base Attack:599347  | xp:23684.
Level:775  |Health:604499  |Endurance:20227  |Base Attack:600896  | xp:23715.
Level:776  |Health:606055  |Endurance:20253  |Base Attack:602448  | xp:23745.
Level:777  |Health:607613  |Endurance:20279  |Base Attack:604001  | xp:23776.
Level:778  |Health:609173  |Endurance:20305  |Base Attack:605556  | xp:23806.
Level:779  |Health:610735  |Endurance:20331  |Base Attack:607114  | xp:23837.
Level:780  |Health:612299  |Endurance:20358  |Base Attack:608673  | xp:23868.
Level:781  |Health:613865  |Endurance:20384  |Base Attack:610234  | xp:23898.
Level:782  |Health:615433  |Endurance:20410  |Base Attack:611798  | xp:23929.
Level:783  |Health:617003  |Endurance:20436  |Base Attack:613363  | xp:23959.
Level:784  |Health:618575  |Endurance:20462  |Base Attack:614930  | xp:23990.
Level:785  |Health:620149  |Endurance:20488  |Base Attack:616500  | xp:24021.
Level:786  |Health:621725  |Endurance:20514  |Base Attack:618071  | xp:24051.
Level:787  |Health:623303  |Endurance:20540  |Base Attack:619644  | xp:24082.
Level:788  |Health:624883  |Endurance:20566  |Base Attack:621220  | xp:24112.
Level:789  |Health:626465  |Endurance:20592  |Base Attack:622797  | xp:24143.
Level:790  |Health:628049  |Endurance:20619  |Base Attack:624377  | xp:24174.
Level:791  |Health:629635  |Endurance:20645  |Base Attack:625958  | xp:24204.
Level:792  |Health:631223  |Endurance:20671  |Base Attack:627541  | xp:24235.
Level:793  |Health:632813  |Endurance:20697  |Base Attack:629127  | xp:24265.
Level:794  |Health:634405  |Endurance:20723  |Base Attack:630714  | xp:24296.
Level:795  |Health:635999  |Endurance:20749  |Base Attack:632303  | xp:24327.
Level:796  |Health:637595  |Endurance:20775  |Base Attack:633895  | xp:24357.
Level:797  |Health:639193  |Endurance:20801  |Base Attack:635488  | xp:24388.
Level:798  |Health:640793  |Endurance:20827  |Base Attack:637083  | xp:24418.
Level:799  |Health:642395  |Endurance:20853  |Base Attack:638681  | xp:24449.
Level:800  |Health:643999  |Endurance:20880  |Base Attack:640280  | xp:24480.
Level:801  |Health:645605  |Endurance:20906  |Base Attack:641881  | xp:24510.
Level:802  |Health:647213  |Endurance:20932  |Base Attack:643485  | xp:24541.
Level:803  |Health:648823  |Endurance:20958  |Base Attack:645090  | xp:24571.
Level:804  |Health:650435  |Endurance:20984  |Base Attack:646697  | xp:24602.
Level:805  |Health:652049  |Endurance:21010  |Base Attack:648307  | xp:24633.
Level:806  |Health:653665  |Endurance:21036  |Base Attack:649918  | xp:24663.
Level:807  |Health:655283  |Endurance:21062  |Base Attack:651531  | xp:24694.
Level:808  |Health:656903  |Endurance:21088  |Base Attack:653147  | xp:24724.
Level:809  |Health:658525  |Endurance:21114  |Base Attack:654764  | xp:24755.
Level:810  |Health:660149  |Endurance:21141  |Base Attack:656384  | xp:24786.
Level:811  |Health:661775  |Endurance:21167  |Base Attack:658005  | xp:24816.
Level:812  |Health:663403  |Endurance:21193  |Base Attack:659628  | xp:24847.
Level:813  |Health:665033  |Endurance:21219  |Base Attack:661254  | xp:24877.
Level:814  |Health:666665  |Endurance:21245  |Base Attack:662881  | xp:24908.
Level:815  |Health:668299  |Endurance:21271  |Base Attack:664510  | xp:24939.
Level:816  |Health:669935  |Endurance:21297  |Base Attack:666142  | xp:24969.
Level:817  |Health:671573  |Endurance:21323  |Base Attack:667775  | xp:25000.
Level:818  |Health:673213  |Endurance:21349  |Base Attack:669410  | xp:25030.
Level:819  |Health:674855  |Endurance:21375  |Base Attack:671048  | xp:25061.
Level:820  |Health:676499  |Endurance:21402  |Base Attack:672687  | xp:25092.
Level:821  |Health:678145  |Endurance:21428  |Base Attack:674328  | xp:25122.
Level:822  |Health:679793  |Endurance:21454  |Base Attack:675972  | xp:25153.
Level:823  |Health:681443  |Endurance:21480  |Base Attack:677617  | xp:25183.
Level:824  |Health:683095  |Endurance:21506  |Base Attack:679264  | xp:25214.
Level:825  |Health:684749  |Endurance:21532  |Base Attack:680914  | xp:25245.
Level:826  |Health:686405  |Endurance:21558  |Base Attack:682565  | xp:25275.
Level:827  |Health:688063  |Endurance:21584  |Base Attack:684218  | xp:25306.
Level:828  |Health:689723  |Endurance:21610  |Base Attack:685874  | xp:25336.
Level:829  |Health:691385  |Endurance:21636  |Base Attack:687531  | xp:25367.
Level:830  |Health:693049  |Endurance:21663  |Base Attack:689191  | xp:25398.
Level:831  |Health:694715  |Endurance:21689  |Base Attack:690852  | xp:25428.
Level:832  |Health:696383  |Endurance:21715  |Base Attack:692515  | xp:25459.
Level:833  |Health:698053  |Endurance:21741  |Base Attack:694181  | xp:25489.
Level:834  |Health:699725  |Endurance:21767  |Base Attack:695848  | xp:25520.
Level:835  |Health:701399  |Endurance:21793  |Base Attack:697517  | xp:25551.
Level:836  |Health:703075  |Endurance:21819  |Base Attack:699189  | xp:25581.
Level:837  |Health:704753  |Endurance:21845  |Base Attack:700862  | xp:25612.
Level:838  |Health:706433  |Endurance:21871  |Base Attack:702537  | xp:25642.
Level:839  |Health:708115  |Endurance:21897  |Base Attack:704215  | xp:25673.
Level:840  |Health:709799  |Endurance:21924  |Base Attack:705894  | xp:25704.
Level:841  |Health:711485  |Endurance:21950  |Base Attack:707575  | xp:25734.
Level:842  |Health:713173  |Endurance:21976  |Base Attack:709259  | xp:25765.
Level:843  |Health:714863  |Endurance:22002  |Base Attack:710944  | xp:25795.
Level:844  |Health:716555  |Endurance:22028  |Base Attack:712631  | xp:25826.
Level:845  |Health:718249  |Endurance:22054  |Base Attack:714321  | xp:25857.
Level:846  |Health:719945  |Endurance:22080  |Base Attack:716012  | xp:25887.
Level:847  |Health:721643  |Endurance:22106  |Base Attack:717705  | xp:25918.
Level:848  |Health:723343  |Endurance:22132  |Base Attack:719401  | xp:25948.
Level:849  |Health:725045  |Endurance:22158  |Base Attack:721098  | xp:25979.
Level:850  |Health:726749  |Endurance:22185  |Base Attack:722798  | xp:26010.
Level:851  |Health:728455  |Endurance:22211  |Base Attack:724499  | xp:26040.
Level:852  |Health:730163  |Endurance:22237  |Base Attack:726202  | xp:26071.
Level:853  |Health:731873  |Endurance:22263  |Base Attack:727908  | xp:26101.
Level:854  |Health:733585  |Endurance:22289  |Base Attack:729615  | xp:26132.
Level:855  |Health:735299  |Endurance:22315  |Base Attack:731324  | xp:26163.
Level:856  |Health:737015  |Endurance:22341  |Base Attack:733036  | xp:26193.
Level:857  |Health:738733  |Endurance:22367  |Base Attack:734749  | xp:26224.
Level:858  |Health:740453  |Endurance:22393  |Base Attack:736464  | xp:26254.
Level:859  |Health:742175  |Endurance:22419  |Base Attack:738182  | xp:26285.
Level:860  |Health:743899  |Endurance:22446  |Base Attack:739901  | xp:26316.
Level:861  |Health:745625  |Endurance:22472  |Base Attack:741622  | xp:26346.
Level:862  |Health:747353  |Endurance:22498  |Base Attack:743346  | xp:26377.
Level:863  |Health:749083  |Endurance:22524  |Base Attack:745071  | xp:26407.
Level:864  |Health:750815  |Endurance:22550  |Base Attack:746798  | xp:26438.
Level:865  |Health:752549  |Endurance:22576  |Base Attack:748528  | xp:26469.
Level:866  |Health:754285  |Endurance:22602  |Base Attack:750259  | xp:26499.
Level:867  |Health:756023  |Endurance:22628  |Base Attack:751992  | xp:26530.
Level:868  |Health:757763  |Endurance:22654  |Base Attack:753728  | xp:26560.
Level:869  |Health:759505  |Endurance:22680  |Base Attack:755465  | xp:26591.
Level:870  |Health:761249  |Endurance:22707  |Base Attack:757205  | xp:26622.
Level:871  |Health:762995  |Endurance:22733  |Base Attack:758946  | xp:26652.
Level:872  |Health:764743  |Endurance:22759  |Base Attack:760689  | xp:26683.
Level:873  |Health:766493  |Endurance:22785  |Base Attack:762435  | xp:26713.
Level:874  |Health:768245  |Endurance:22811  |Base Attack:764182  | xp:26744.
Level:875  |Health:769999  |Endurance:22837  |Base Attack:765931  | xp:26775.
Level:876  |Health:771755  |Endurance:22863  |Base Attack:767683  | xp:26805.
Level:877  |Health:773513  |Endurance:22889  |Base Attack:769436  | xp:26836.
Level:878  |Health:775273  |Endurance:22915  |Base Attack:771191  | xp:26866.
Level:879  |Health:777035  |Endurance:22941  |Base Attack:772949  | xp:26897.
Level:880  |Health:778799  |Endurance:22968  |Base Attack:774708  | xp:26928.
Level:881  |Health:780565  |Endurance:22994  |Base Attack:776469  | xp:26958.
Level:882  |Health:782333  |Endurance:23020  |Base Attack:778233  | xp:26989.
Level:883  |Health:784103  |Endurance:23046  |Base Attack:779998  | xp:27019.
Level:884  |Health:785875  |Endurance:23072  |Base Attack:781765  | xp:27050.
Level:885  |Health:787649  |Endurance:23098  |Base Attack:783535  | xp:27081.
Level:886  |Health:789425  |Endurance:23124  |Base Attack:785306  | xp:27111.
Level:887  |Health:791203  |Endurance:23150  |Base Attack:787079  | xp:27142.
Level:888  |Health:792983  |Endurance:23176  |Base Attack:788855  | xp:27172.
Level:889  |Health:794765  |Endurance:23202  |Base Attack:790632  | xp:27203.
Level:890  |Health:796549  |Endurance:23229  |Base Attack:792412  | xp:27234.
Level:891  |Health:798335  |Endurance:23255  |Base Attack:794193  | xp:27264.
Level:892  |Health:800123  |Endurance:23281  |Base Attack:795976  | xp:27295.
Level:893  |Health:801913  |Endurance:23307  |Base Attack:797762  | xp:27325.
Level:894  |Health:803705  |Endurance:23333  |Base Attack:799549  | xp:27356.
Level:895  |Health:805499  |Endurance:23359  |Base Attack:801338  | xp:27387.
Level:896  |Health:807295  |Endurance:23385  |Base Attack:803130  | xp:27417.
Level:897  |Health:809093  |Endurance:23411  |Base Attack:804923  | xp:27448.
Level:898  |Health:810893  |Endurance:23437  |Base Attack:806718  | xp:27478.
Level:899  |Health:812695  |Endurance:23463  |Base Attack:808516  | xp:27509.
Level:900  |Health:814499  |Endurance:23490  |Base Attack:810315  | xp:27540.
Level:901  |Health:816305  |Endurance:23516  |Base Attack:812116  | xp:27570.
Level:902  |Health:818113  |Endurance:23542  |Base Attack:813920  | xp:27601.
Level:903  |Health:819923  |Endurance:23568  |Base Attack:815725  | xp:27631.
Level:904  |Health:821735  |Endurance:23594  |Base Attack:817532  | xp:27662.
Level:905  |Health:823549  |Endurance:23620  |Base Attack:819342  | xp:27693.
Level:906  |Health:825365  |Endurance:23646  |Base Attack:821153  | xp:27723.
Level:907  |Health:827183  |Endurance:23672  |Base Attack:822966  | xp:27754.
Level:908  |Health:829003  |Endurance:23698  |Base Attack:824782  | xp:27784.
Level:909  |Health:830825  |Endurance:23724  |Base Attack:826599  | xp:27815.
Level:910  |Health:832649  |Endurance:23751  |Base Attack:828419  | xp:27846.
Level:911  |Health:834475  |Endurance:23777  |Base Attack:830240  | xp:27876.
Level:912  |Health:836303  |Endurance:23803  |Base Attack:832063  | xp:27907.
Level:913  |Health:838133  |Endurance:23829  |Base Attack:833889  | xp:27937.
Level:914  |Health:839965  |Endurance:23855  |Base Attack:835716  | xp:27968.
Level:915  |Health:841799  |Endurance:23881  |Base Attack:837545  | xp:27999.
Level:916  |Health:843635  |Endurance:23907  |Base Attack:839377  | xp:28029.
Level:917  |Health:845473  |Endurance:23933  |Base Attack:841210  | xp:28060.
Level:918  |Health:847313  |Endurance:23959  |Base Attack:843045  | xp:28090.
Level:919  |Health:849155  |Endurance:23985  |Base Attack:844883  | xp:28121.
Level:920  |Health:850999  |Endurance:24012  |Base Attack:846722  | xp:28152.
Level:921  |Health:852845  |Endurance:24038  |Base Attack:848563  | xp:28182.
Level:922  |Health:854693  |Endurance:24064  |Base Attack:850407  | xp:28213.
Level:923  |Health:856543  |Endurance:24090  |Base Attack:852252  | xp:28243.
Level:924  |Health:858395  |Endurance:24116  |Base Attack:854099  | xp:28274.
Level:925  |Health:860249  |Endurance:24142  |Base Attack:855949  | xp:28305.
Level:926  |Health:862105  |Endurance:24168  |Base Attack:857800  | xp:28335.
Level:927  |Health:863963  |Endurance:24194  |Base Attack:859653  | xp:28366.
Level:928  |Health:865823  |Endurance:24220  |Base Attack:861509  | xp:28396.
Level:929  |Health:867685  |Endurance:24246  |Base Attack:863366  | xp:28427.
Level:930  |Health:869549  |Endurance:24273  |Base Attack:865226  | xp:28458.
Level:931  |Health:871415  |Endurance:24299  |Base Attack:867087  | xp:28488.
Level:932  |Health:873283  |Endurance:24325  |Base Attack:868950  | xp:28519.
Level:933  |Health:875153  |Endurance:24351  |Base Attack:870816  | xp:28549.
Level:934  |Health:877025  |Endurance:24377  |Base Attack:872683  | xp:28580.
Level:935  |Health:878899  |Endurance:24403  |Base Attack:874552  | xp:28611.
Level:936  |Health:880775  |Endurance:24429  |Base Attack:876424  | xp:28641.
Level:937  |Health:882653  |Endurance:24455  |Base Attack:878297  | xp:28672.
Level:938  |Health:884533  |Endurance:24481  |Base Attack:880172  | xp:28702.
Level:939  |Health:886415  |Endurance:24507  |Base Attack:882050  | xp:28733.
Level:940  |Health:888299  |Endurance:24534  |Base Attack:883929  | xp:28764.
Level:941  |Health:890185  |Endurance:24560  |Base Attack:885810  | xp:28794.
Level:942  |Health:892073  |Endurance:24586  |Base Attack:887694  | xp:28825.
Level:943  |Health:893963  |Endurance:24612  |Base Attack:889579  | xp:28855.
Level:944  |Health:895855  |Endurance:24638  |Base Attack:891466  | xp:28886.
Level:945  |Health:897749  |Endurance:24664  |Base Attack:893356  | xp:28917.
Level:946  |Health:899645  |Endurance:24690  |Base Attack:895247  | xp:28947.
Level:947  |Health:901543  |Endurance:24716  |Base Attack:897140  | xp:28978.
Level:948  |Health:903443  |Endurance:24742  |Base Attack:899036  | xp:29008.
Level:949  |Health:905345  |Endurance:24768  |Base Attack:900933  | xp:29039.
Level:950  |Health:907249  |Endurance:24795  |Base Attack:902833  | xp:29070.
Level:951  |Health:909155  |Endurance:24821  |Base Attack:904734  | xp:29100.
Level:952  |Health:911063  |Endurance:24847  |Base Attack:906637  | xp:29131.
Level:953  |Health:912973  |Endurance:24873  |Base Attack:908543  | xp:29161.
Level:954  |Health:914885  |Endurance:24899  |Base Attack:910450  | xp:29192.
Level:955  |Health:916799  |Endurance:24925  |Base Attack:912359  | xp:29223.
Level:956  |Health:918715  |Endurance:24951  |Base Attack:914271  | xp:29253.
Level:957  |Health:920633  |Endurance:24977  |Base Attack:916184  | xp:29284.
Level:958  |Health:922553  |Endurance:25003  |Base Attack:918099  | xp:29314.
Level:959  |Health:924475  |Endurance:25029  |Base Attack:920017  | xp:29345.
Level:960  |Health:926399  |Endurance:25056  |Base Attack:921936  | xp:29376.
Level:961  |Health:928325  |Endurance:25082  |Base Attack:923857  | xp:29406.
Level:962  |Health:930253  |Endurance:25108  |Base Attack:925781  | xp:29437.
Level:963  |Health:932183  |Endurance:25134  |Base Attack:927706  | xp:29467.
Level:964  |Health:934115  |Endurance:25160  |Base Attack:929633  | xp:29498.
Level:965  |Health:936049  |Endurance:25186  |Base Attack:931563  | xp:29529.
Level:966  |Health:937985  |Endurance:25212  |Base Attack:933494  | xp:29559.
Level:967  |Health:939923  |Endurance:25238  |Base Attack:935427  | xp:29590.
Level:968  |Health:941863  |Endurance:25264  |Base Attack:937363  | xp:29620.
Level:969  |Health:943805  |Endurance:25290  |Base Attack:939300  | xp:29651.
Level:970  |Health:945749  |Endurance:25317  |Base Attack:941240  | xp:29682.
Level:971  |Health:947695  |Endurance:25343  |Base Attack:943181  | xp:29712.
Level:972  |Health:949643  |Endurance:25369  |Base Attack:945124  | xp:29743.
Level:973  |Health:951593  |Endurance:25395  |Base Attack:947070  | xp:29773.
Level:974  |Health:953545  |Endurance:25421  |Base Attack:949017  | xp:29804.
Level:975  |Health:955499  |Endurance:25447  |Base Attack:950966  | xp:29835.
Level:976  |Health:957455  |Endurance:25473  |Base Attack:952918  | xp:29865.
Level:977  |Health:959413  |Endurance:25499  |Base Attack:954871  | xp:29896.
Level:978  |Health:961373  |Endurance:25525  |Base Attack:956826  | xp:29926.
Level:979  |Health:963335  |Endurance:25551  |Base Attack:958784  | xp:29957.
Level:980  |Health:965299  |Endurance:25578  |Base Attack:960743  | xp:29988.
Level:981  |Health:967265  |Endurance:25604  |Base Attack:962704  | xp:30018.
Level:982  |Health:969233  |Endurance:25630  |Base Attack:964668  | xp:30049.
Level:983  |Health:971203  |Endurance:25656  |Base Attack:966633  | xp:30079.
Level:984  |Health:973175  |Endurance:25682  |Base Attack:968600  | xp:30110.
Level:985  |Health:975149  |Endurance:25708  |Base Attack:970570  | xp:30141.
Level:986  |Health:977125  |Endurance:25734  |Base Attack:972541  | xp:30171.
Level:987  |Health:979103  |Endurance:25760  |Base Attack:974514  | xp:30202.
Level:988  |Health:981083  |Endurance:25786  |Base Attack:976490  | xp:30232.
Level:989  |Health:983065  |Endurance:25812  |Base Attack:978467  | xp:30263.
Level:990  |Health:985049  |Endurance:25839  |Base Attack:980447  | xp:30294.
Level:991  |Health:987035  |Endurance:25865  |Base Attack:982428  | xp:30324.
Level:992  |Health:989023  |Endurance:25891  |Base Attack:984411  | xp:30355.
Level:993  |Health:991013  |Endurance:25917  |Base Attack:986397  | xp:30385.
Level:994  |Health:993005  |Endurance:25943  |Base Attack:988384  | xp:30416.
Level:995  |Health:994999  |Endurance:25969  |Base Attack:990373  | xp:30447.
Level:996  |Health:996995  |Endurance:25995  |Base Attack:992365  | xp:30477.
Level:997  |Health:998993  |Endurance:26021  |Base Attack:994358  | xp:30508.
Level:998  |Health:1000993  |Endurance:26047  |Base Attack:996353  | xp:30538.
Level:999  |Health:1002995  |Endurance:26073  |Base Attack:998351  | xp:30569.
Level:1000  |Health:1004999  |Endurance:26100  |Base Attack:1000350  | xp:30600.
